As At Month,Visa Type,Occupation,EOI Status,Points,Nominated State,Count EOIs
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,100,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,100,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,100,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,105,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,105,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,105,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,LODGED,105,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,75,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,80,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,85,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,85,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,85,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,85,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,85,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,85,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,85,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,85,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,90,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,90,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,95,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,95,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,100,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,100,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,100,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,100,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,INVITED,105,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,60,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,65,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,70,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,70,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,70,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,70,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,70,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,70,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,75,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,75,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,75,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,75,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,75,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,75,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,80,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,80,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,80,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,80,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,80,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,85,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,85,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,85,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,85,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,85,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,85,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,85,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,85,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,90,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,90,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,90,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,90,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,90,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,90,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,90,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,90,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,95,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,95,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,95,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,95,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,95,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,100,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,100,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,100,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,100,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,100,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,100,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,100,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,100,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,HOLD,105,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,50,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,50,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,55,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,ACT,34
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,NSW,30
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,QLD,35
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,SA,40
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,TAS,26
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,VIC,37
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,WA,43
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,60,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,ACT,56
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,NSW,83
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,NT,37
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,QLD,70
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,SA,73
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,TAS,40
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,VIC,69
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,WA,86
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,65,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,ACT,123
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,ANY,23
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,NSW,218
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,NT,73
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,QLD,157
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,SA,153
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,TAS,91
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,VIC,154
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,WA,146
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,70,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,ACT,89
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,NSW,157
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,NT,60
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,QLD,149
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,SA,143
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,TAS,68
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,VIC,119
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,WA,144
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,75,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,ACT,115
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,NSW,176
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,NT,64
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,QLD,171
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,SA,164
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,TAS,80
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,VIC,142
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,WA,168
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,80,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,ACT,93
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,NSW,161
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,NT,47
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,QLD,135
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,SA,134
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,TAS,60
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,VIC,96
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,WA,143
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,85,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,ACT,65
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,NSW,132
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,NT,24
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,QLD,107
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,SA,116
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,TAS,46
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,VIC,94
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,WA,128
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,90,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,ACT,25
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,NSW,47
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,QLD,39
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,SA,41
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,VIC,33
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,WA,60
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,95,-,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,100,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,105,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,105,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,105,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,105,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,105,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,105,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,105,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,105,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,115,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,115,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,115,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,115,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,115,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,133111 Construction Project Manager,CLOSED,115,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,40,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,55,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,55,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,55,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,55,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,55,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,55,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,60,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,NT,20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,QLD,20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,65,WA,23
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,ACT,33
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,NSW,41
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,NT,40
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,QLD,43
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,SA,44
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,TAS,27
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,VIC,42
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,70,WA,50
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,NSW,27
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,NT,23
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,QLD,25
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,SA,27
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,VIC,22
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,75,WA,27
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,ACT,20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,NSW,29
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,NT,27
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,QLD,35
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,SA,29
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,VIC,29
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,80,WA,42
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,NSW,20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,SA,21
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,85,WA,25
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,90,WA,21
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,ANY,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,TAS,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,95,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,100,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,100,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,100,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,100,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,100,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,100,VIC,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,100,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,105,NSW,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,105,QLD,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,SUBMITTED,105,WA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,LODGED,65,SA,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,LODGED,70,ACT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,LODGED,70,NT,<20
02/2026,491SNR State or Territory Nominated - Regional,312114 Construction Estimator,LODGED,75,SA,<20
